content,category,,,Legal Document
"41 label categories, this means that on average,",Legal Documents,,,
only about 0.25% each contract is highlighted,Legal Documents,,,
for each label.,Legal Documents,,,
Supplementary Annotations. For each label,Legal Documents,,,
"category and each contract, we also include ad-",Legal Documents,,,
ditional contract annotations that can be deter-,Legal Documents,,,
"mined from the extracted clauses. For example,",Legal Documents,,,
"for the “Uncapped Liability” label category, we",Legal Documents,,,
include the yes/no answer to the question “Is a,Legal Documents,,,
party’s liability uncapped upon the breach of its,Legal Documents,,,
"obligation in the contract?” for each contract,",Legal Documents,,,
which can be answered from the extracted clauses (if any) for this label. To maintain consistency,Legal Documents,,,
"and simplicity, we do not focus on these supplementary annotations in this paper. We instead focus",Legal Documents,,,
"on evaluating the more challenging and time-consuming portion of this task, which is extracting the",Legal Documents,,,
"relevant clauses. However, we also release these additional annotations, which can further help apply",Legal Documents,,,
models to contract review in practice.,Legal Documents,,,
Contract Sources. Our dataset includes detailed annotations for 25 different types of contracts.,Legal Documents,,,
"We include a full list of contract types, along with the number of contracts of each type, in the",Legal Documents,,,
Supplementary Materials.,Legal Documents,,,
4,Legal Documents,,,
"We collected these contracts from the Electronic Data Gathering, Analysis, and Retrieval (“EDGAR”)",Legal Documents,,,
"system, which is maintained by the U.S. Securities and Exchange Commission (SEC). Publicly",Legal Documents,,,
traded and other reporting companies are required by the SEC rules to file certain types of contracts,Legal Documents,,,
with the SEC through EDGAR. Access to EDGAR documents is free and open to the public. The,Legal Documents,,,
EDGAR contracts are more complicated and heavily negotiated than the general population of all,Legal Documents,,,
"legal contracts. However, this also means that EDGAR contracts have the advantage of containing a",Legal Documents,,,
"large sample of clauses that are difficult to find in the general population of contracts. For example,",Legal Documents,,,
"one company may have only one or two contracts that contain exclusivity clauses, while EDGAR",Legal Documents,,,
contracts may have hundreds of them.,Legal Documents,,,
Labeling Process. We had contracts labeled by law students and quality-checked by experienced,Legal Documents,,,
lawyers. These law students first went through 70-100 hours of training for labeling that was designed,Legal Documents,,,
"by experienced lawyers, so as to ensure that labels are of high quality. In the process, we also wrote",Legal Documents,,,
"extensive documentation on precisely how to identify each label category in a contract, which goes",Legal Documents,,,
into detail. This documentation takes up more than one hundred pages and ensures that labels are,Legal Documents,,,
consistent.,Legal Documents,,,
4 Experiments,Legal Documents,,,
4.1 Setup,Legal Documents,,,
Task Structure. We formulate our primary task as predicting which substrings of a contract relate,Legal Documents,,,
"to each label category. Specifically, for each contract and label category, we have annotations for",Legal Documents,,,
all of the substrings (if any) of that contract that should be highlighted. We then have a model learn,Legal Documents,,,
"the start and end token positions of the substring of each segment that should be highlighted, if any.",Legal Documents,,,
"This structure is similar to extractive question answering tasks such as SQuAD 2.0 (Rajpurkar et al.,",Legal Documents,,,
2018) that allow for questions to have no answer. We consequently use the same model structure and,Legal Documents,,,
training procedures as prior work on such tasks.20 40 60 80 100,Legal Documents,,,
Precision (%),Legal Documents,,,
CUAD Precision Recall Curve,Legal Documents,,,
DeBERTa-xlarge,Legal Documents,,,
RoBERTa-large,Legal Documents,,,
RoBERTa-base,Legal Documents,,,
80% Recall,Legal Documents,,,
Figure 3: Precision-Recall curves for different,Legal Documents,,,
models. We use the Area Under the Precision-,Legal Documents,,,
Recall curve (AUPR) and Precision at 80% and,Legal Documents,,,
90% Recall as our primary metrics. There is a,Legal Documents,,,
"sharp dropoff in precision after around 80% recall,",Legal Documents,,,
but this is improving with larger and more recent,Legal Documents,,,
models such as DeBERTa-xlarge.,Legal Documents,,,
We finetune several pretrained language mod-,Legal Documents,,,
els using the HuggingFace Transformers library,Legal Documents,,,
"(Wolf et al., 2020) on CUAD. Because we struc-",Legal Documents,,,
ture the prediction task similarly to an extractive,Legal Documents,,,
"question answering tasks, we use the Questio-",Legal Documents,,,
"nAnswering models in the Transformers library,",Legal Documents,,,
which are suited for this task. Each “question”,Legal Documents,,,
"identifies the label category under consideration,",Legal Documents,,,
along with a short (one or two sentence) descrip-,Legal Documents,,,
"tion of that label category, and asks which parts",Legal Documents,,,
of the context relate to that label category. To,Legal Documents,,,
"account for the long document lengths, we use",Legal Documents,,,
a sliding window over each contract.,Legal Documents,,,
"Metrics. Since most clauses are unlabeled, we",Legal Documents,,,
have a large imbalance between relevant and ir-,Legal Documents,,,
"relevant clauses. Therefore, we focus on mea-",Legal Documents,,,
"sures that make use of precision and recall, as",Legal Documents,,,
they are responsive to class imbalance.,Legal Documents,,,
Precision is the fraction of examples selected,Legal Documents,,,
"as important that are actually important, while",Legal Documents,,,
recall is the fraction of examples that are actually important that were selected as important. In our,Legal Documents,,,
"case, importance refers to a portion of a contract being relevant to a given label, which a human",Legal Documents,,,
should review.,Legal Documents,,,
"Precision and recall are defined in terms of true positives, false positives, and false negatives. A",Legal Documents,,,
true positive is a ground truth segment of text that has a matching prediction. A false positive is a,Legal Documents,,,
"prediction that does not match with any ground truth segment. Finally, a false negative is when there",Legal Documents,,,
is a ground truth segment of text that does not have a matching prediction.,Legal Documents,,,
5,Legal Documents,,,
Model AUPR Precision@,Legal Documents,,,
Precision@,Legal Documents,,,
90% Recall,Legal Documents,,,
BERT-base 32.4 8.2 0.0,Legal Documents,,,
BERT-large 32.3 7.6 0.0,Legal Documents,,,
ALBERT-base 35.3 11.1 0.0,Legal Documents,,,
ALBERT-large 34.9 20.9 0.0,Legal Documents,,,
ALBERT-xlarge 37.8 20.5 0.0,Legal Documents,,,
ALBERT-xxlarge 38.4 31.0 0.0,Legal Documents,,,
RoBERTa-base 42.6 31.1 0.0,Legal Documents,,,
RoBERTa-base + Contracts Pretraining 45.2 34.1 0.0,Legal Documents,,,
RoBERTa-large 48.2 38.1 0.0,Legal Documents,,,
DeBERTa-xlarge 47.8 44.0 17.8,Legal Documents,,,
Table 2: Results of NLP models on CUAD. We report the Area Under the Precision Recall curve,Legal Documents,,,
"(AUPR), Precision at 80% Recall, and Precision at 90% Recall. DeBERTa-xlarge has the best",Legal Documents,,,
"performance (44.0% Precision @ 80% Recall), which is substantially better than BERT-base (8.2%",Legal Documents,,,
"Precision @ 80% Recall), which highlights the utility in creating better models.",Legal Documents,,,
"Each prediction comes with a confidence probability. With the confidences, we can smoothly vary",Legal Documents,,,
the minimum confidence threshold we use for determining what to count as prediction (while always,Legal Documents,,,
ignoring the empty prediction). We can then compute the best precision that can be achieved at the,Legal Documents,,,
"recall level attained at each confidence threshold. This yields a precision-recall curve, as shown in",Legal Documents,,,
"Figure 3. The area under this curve is then the Area Under the Precision Recall curve (AUPR), which",Legal Documents,,,
summarizes model performance across different confidence thresholds.,Legal Documents,,,
"We can also analyze model performance at a specific confidence threshold, giving rise to “Precision",Legal Documents,,,
"@ X% Recall” measures. As shown in Figure 3, if we threshold the confidence such that the model",Legal Documents,,,
"has 80% recall, then we can analyze the model precision at that threshold. Notice that as the recall",Legal Documents,,,
"increases, the precision decreases. Consequently Precision @ 90% Recall is less than Precision @",Legal Documents,,,
80% Recall. Note having a precision of about 30% at this recall level means that a lawyer would,Legal Documents,,,
need to read through about 2 irrelevant clauses for every 1 relevant clause selected as important by,Legal Documents,,,
the model.,Legal Documents,,,
We determine whether a highlighted text span matches the ground truth with the Jaccard similarity,Legal Documents,,,
"coefficient. With the Jaccard similarity coefficient, we compute the overlap between the highlighted",Legal Documents,,,
"text and the ground truth. The Jaccard similarity coefficient is defined as J(A, B) = |A∩B|",Legal Documents,,,
"|A∪B| , where",Legal Documents,,,
"A is the set of words in an annotation, and B is the set of words in an extracted prediction. To get",Legal Documents,,,
"the set of words in a string, we first remove punctuation and make the string lower case, then we",Legal Documents,,,
"separate the string by spaces. Note that 0 ≤ J(A, B) ≤ 1, with J(A, B) = 0 when there is no",Legal Documents,,,
"intersection between A and B, and J(A, A) = 1 for any non-empty set A. We use the threshold",Legal Documents,,,
"0.5 ≤ J(A, B) for determining matches. We found that 0.5 provides a qualitatively reasonable",Legal Documents,,,
"threshold, as it requires sufficiently high overlap for a span to be counted as a valid match.",Legal Documents,,,
"Models. We evaluate the performance of BERT (Devlin et al., 2019), RoBERTa (Liu et al., 2019),",Legal Documents,,,
"ALBERT (Lan et al., 2020), and DeBERTa (He et al., 2020). BERT is a bidirectional Transformer",Legal Documents,,,
that set state-of-the-art performance on many NLP tasks. RoBERTa improves upon BERT. RoBERTa,Legal Documents,,,
"uses the same architecture as BERT, but it was pretrained on an order of magnitude more data (160",Legal Documents,,,
"GB rather than BERT’s 16 GB pretraining corpus). ALBERT is similar to RoBERTa, but it uses",Legal Documents,,,
parameter sharing to reduce its parameter count. DeBERTa improves upon RoBERTa by using a,Legal Documents,,,
disentangled attention mechanism and by using a larger model size.,Legal Documents,,,
Training. More than 99% of the features generated from applying a sliding window to each contract,Legal Documents,,,
"do not contain any of the 41 relevant labels. If one trains normally on this data, models typically learn",Legal Documents,,,
"to always output the empty span, since this is usually the correct answer. To mitigate this imbalance,",Legal Documents,,,
we downweight features that do not contain any relevant labels so that features are approximately,Legal Documents,,,
balanced between having highlighted clauses and not having any highlighted clauses. For categories,Legal Documents,,,
"that have multiple annotations in the same document, we add a separate example for each annotation.",Legal Documents,,,
We chose a random split of the contracts into train and test sets. We have 80% of the contracts,Legal Documents,,,
make up the train set and 20% make up the test set. In preliminary experiments we set aside a small,Legal Documents,,,
"validation set, with which we performed hyperparameter grid search. The learning rate was chosen",Legal Documents,,,
"from the set {3 × 10−5, 1 × 10−4, 3 × 10−4} and the number of epochs chosen from the set {1, 4}.",Legal Documents,,,
6,Legal Documents,,,
In preliminary experiments we found that training for longer or using a learning rate outside this,Legal Documents,,,
range degraded performance. We select the model with the highest AUPR found using grid search,Legal Documents,,,
"and report the performance of that model. For all experiments, we use the Adam optimizer (Kingma",Legal Documents,,,
"and Ba, 2015). Models are trained using 8 A100 GPUs.",Legal Documents,,,
4.2 Results0 20 40 60 80 100,Legal Documents,,,
AUPR,Legal Documents,,,
Covenant Not To Sue,Legal Documents,,,
IP Ownership Assignment,Legal Documents,,,
Rofr/Rofo/Rofn,Legal Documents,,,
Most Favored Nation,Legal Documents,,,
Post-Termination Services,Legal Documents,,,
Change Of Control,Legal Documents,,,
Warranty Duration,Legal Documents,,,
Competitive Restriction Exception,Legal Documents,,,
Affiliate License-Licensor,Legal Documents,,,
Unlimited/All-You-Can-Eat-License,Legal Documents,,,
Non-Compete,Legal Documents,,,
Joint IP Ownership,Legal Documents,,,
Minimum Commitment,Legal Documents,,,
Non-Disparagement,Legal Documents,,,
Affiliate License-Licensee,Legal Documents,,,
Liquidated Damages,Legal Documents,,,
Volume Restriction,Legal Documents,,,
Third Party Beneficiary,Legal Documents,,,
Uncapped Liability,Legal Documents,,,
Non-Transferable License,Legal Documents,,,
No-Solicit Of Customers,Legal Documents,,,
Notice Period To Terminate Renewal,Legal Documents,,,
Termination For Convenience,Legal Documents,,,
Effective Date,Legal Documents,,,
Revenue/Profit Sharing,Legal Documents,,,
Audit Rights,Legal Documents,,,
Renewal Term,Legal Documents,,,
Exclusivity,Legal Documents,,,
Irrevocable Or Perpetual License,Legal Documents,,,
Source Code Escrow,Legal Documents,,,
Insurance,Legal Documents,,,
License Grant,Legal Documents,,,
Cap On Liability,Legal Documents,,,
No-Solicit Of Employees,Legal Documents,,,
Anti-Assignment,Legal Documents,,,
Expiration Date,Legal Documents,,,
Agreement Date,Legal Documents,,,
Parties,Legal Documents,,,
Document Name,Legal Documents,,,
Governing Law,Legal Documents,,,
CUAD Performance by Category,Legal Documents,,,
Figure 4: Comparison of AUPR for DeBERTa-,Legal Documents,,,
xlarge across different label categories. While per-,Legal Documents,,,
"formance is high for some labels, it is has much",Legal Documents,,,
room for improvement for other labels.,Legal Documents,,,
We show the results of fine-tuning each model,Legal Documents,,,
in Table 2 and we show show precision-recall,Legal Documents,,,
curves for three of these models in Figure 3.,Legal Documents,,,
"We find that DeBERTa-xlarge performs best,",Legal Documents,,,
but that overall performance is nascent and has,Legal Documents,,,
large room for improvment. DeBERTa attains,Legal Documents,,,
"an AUPR of 47.8%, a Precision at 80% Re-",Legal Documents,,,
"call of 44.0%, and a Precision at 90% Recall",Legal Documents,,,
of 17.8%. This shows that CUAD is a difficult,Legal Documents,,,
"benchmark. Nevertheless, these low numbers",Legal Documents,,,
obscure how this performance may already be,Legal Documents,,,
"useful. In particular, recall is more important",Legal Documents,,,
than precision since CUAD is about finding nee-,Legal Documents,,,
"dles in haystacks. Moreover, 80% recall may",Legal Documents,,,
already be reasonable for some lawyers. The,Legal Documents,,,
performance of DeBERTa may therefore already,Legal Documents,,,
be enough to save a lawyer substantial time com-,Legal Documents,,,
pared to reading an entire contract.,Legal Documents,,,
Contracts Pretraining. Since main driver of,Legal Documents,,,
performance for language models is their large,Legal Documents,,,
"pretraining corpora, we determine whether",Legal Documents,,,
domain-specific pretraining data can help with,Legal Documents,,,
"CUAD (Gururangan et al., 2020). We pre-",Legal Documents,,,
train a RoBERTa-base model using the standard,Legal Documents,,,
masked language modeling objective on approx-,Legal Documents,,,
imately 8GB of unlabeled contracts collected,Legal Documents,,,
from the EDGAR database of public contracts.,Legal Documents,,,
"As shown in Table 2, pretraining on several gi-",Legal Documents,,,
gabytes of contracts increases AUPR by only,Legal Documents,,,
about 3%. This shows that the high-quality an-,Legal Documents,,,
notated data in CUAD is currently far more valu-,Legal Documents,,,
able than orders of magnitude more unlabeled,Legal Documents,,,
"domain-specific data. Additionally, since the",Legal Documents,,,
masked language modeling objective does not,Legal Documents,,,
effectively leverage the large contract pretrain-,Legal Documents,,,
"ing corpus, future algorithmic improvements in",Legal Documents,,,
pretraining may be important for higher perfor-,Legal Documents,,,
mance on CUAD.,Legal Documents,,,
"Performance by Category. In practice, mod-",Legal Documents,,,
els should be not only have strong overall perfor-,Legal Documents,,,
"mance, but also have strong performance in each",Legal Documents,,,
individual label category. To compare perfor-,Legal Documents,,,
"mance across different categories, we compute",Legal Documents,,,
"the AUPR for DeBERTa-xlarge separately across all 41 categories, and show the results in Figure 8.",Legal Documents,,,
"We find that even though performance is high for some labels, it varies substantially by category, with",Legal Documents,,,
some close to the ceiling of 100% AUPR and others much lower at only around 20% AUPR. This,Legal Documents,,,
underscores that there is still substantial room for improvement.,Legal Documents,,,
Performance as a Function of Model Size. We now assess the effect of model size on performance.,Legal Documents,,,
"We measure the AUPR of various ALBERT models, ranging from ALBERT-base-v2 at 11 million",Legal Documents,,,
parameters to ALBERT-xxlarge-v2 at 223 million parameters. Even though ALBERT-xxlarge-v2 has,Legal Documents,,,
7,Legal Documents,,,
BERT,Legal Documents,,,
-2018,Legal Documents,,,
ALBERT,Legal Documents,,,
-2019,Legal Documents,,,
RoBERTa,Legal Documents,,,
DeBERTa,Legal Documents,,,
-2021,Legal Documents,,,
10,Legal Documents,,,
20,Legal Documents,,,
30,Legal Documents,,,
40,Legal Documents,,,
Precision @ 80% Recall,Legal Documents,,,
CUAD Performance with Different ModelsFigure 5: Performance on CUAD using chrono-,Legal Documents,,,
logically aranged models. Each bar is an average,Legal Documents,,,
of the performance of all models in each model,Legal Documents,,,
class.103 104,Legal Documents,,,
Number of Training Annotations,Legal Documents,,,
CUAD Performance vs. Dataset Size,Legal Documents,,,
Figure 6: AUPR as a function of the number,Legal Documents,,,
of training annotations for RoBERTa-base. This,Legal Documents,,,
highlights the value of our dataset’s size.,Legal Documents,,,
"more than 20 times more parameters than its smallest version, it only performs around 3% percent",Legal Documents,,,
better. We find similar results with BERT as well; Table 2 shows only slight changes in the AUPR,Legal Documents,,,
from BERT-base (32.4%) to BERT-large (32.3%).,Legal Documents,,,
"On the other hand, model size seems to make an important difference in other cases. For example,",Legal Documents,,,
RoBERTa-base (42.6%) has noticeably lower performance than RoBERTa-large (48.2%). There are,Legal Documents,,,
"also large differences in performance across different models, with DeBERTa performing far better",Legal Documents,,,
"than BERT. This suggests that while model size does not consistently help, model design can still be",Legal Documents,,,
a path towards improving performance.,Legal Documents,,,
Performance as a Function of Training Data. We now assess how performance changes as a,Legal Documents,,,
function of dataset size. We restrict our attention to RoBERTa-base and compute the AUPR as we,Legal Documents,,,
"vary the amount of training data. In particular, we test performance after training on 3%, 10%, 30%,",Legal Documents,,,
and 100% of the training contracts. To account for the smaller number of gradient updates that comes,Legal Documents,,,
"from having less data, we increase the number of training epochs in grid search to make the number",Legal Documents,,,
"of gradient updates approximately equal. For example, when we train on 30% of the contracts, we",Legal Documents,,,
"consider grid search with the number of epochs in {3, 12} instead of {1, 4}.",Legal Documents,,,
We show the results in Figure 6. We notice a substantial increase in performance as the amount,Legal Documents,,,
"of training data increases. For example, increasing the amount of data by an order of magnitude",Legal Documents,,,
"increases performance from 27.6% to 42.6%, a 15% absolute difference.",Legal Documents,,,
"In fact, these gains in performance from just a single order of magnitude more data are comparable to",Legal Documents,,,
"the entire variation in performance across models. In particular, the best model (DeBERTa-xlarge)",Legal Documents,,,
has an AUPR that is 15.4% higher (in absolute terms) than that of the worst model in terms of AUPR.,Legal Documents,,,
"This indicates that data is a large bottleneck for contract review in this regime, highlighting the value",Legal Documents,,,
of CUAD.,Legal Documents,,,
5 Conclusion,Legal Documents,,,
We introduced a high-quality dataset of annotated contracts to facilitate research on contract review,Legal Documents,,,
and to better understand how well NLP models can perform in highly specialized domains. CUAD,Legal Documents,,,
"includes over 13,000 annotations by legal experts across 41 labels. We evaluated ten pretrained",Legal Documents,,,
language models on CUAD and found that performance is promising and has large room for im-,Legal Documents,,,
"provement. We found that data is a major bottleneck, as decreasing the amount of data by an order",Legal Documents,,,
"of magnitude cuts performance dramatically, highlighting the value of CUAD’s large number of",Legal Documents,,,
"annotations. We also showed that performance is markedly influenced by model design, suggesting",Legal Documents,,,
"that algorithmic improvements from the NLP community will help solve this challenge. Overall,",Legal Documents,,,
"CUAD can accelerate research towards resolving a major real-world problem, while also serving as a",Legal Documents,,,
benchmark for assessing NLP models on specialized domains more broadly.,Legal Documents,,,
8,Legal Documents,,,
Acknowledgements,Legal Documents,,,
A full list of contributors to the CUAD dataset is available at https://www.atticusprojectai.org/cuad.,Legal Documents,,,
DH is supported by the NSF GRFP Fellowship. DH and CB are supported by Open Philanthropy,Legal Documents,,,
Project AI Fellowships.,Legal Documents,,,
References,Legal Documents,,,
"Ondrej Bojar, C. Buck, C. Federmann, B. Haddow, Philipp Koehn, Johannes Leveling, Christof Monz,",Legal Documents,,,
"Pavel Pecina, Matt Post, Herve Saint-Amand, Radu Soricut, Lucia Specia, and A. Tamchyna.",Legal Documents,,,
"Findings of the 2014 workshop on statistical machine translation. In WMT at ACL, 2014.",Legal Documents,,,
"T. Brown, B. Mann, Nick Ryder, Melanie Subbiah, J. Kaplan, Prafulla Dhariwal, Arvind Neelakantan,",Legal Documents,,,
"Pranav Shyam, Girish Sastry, Amanda Askell, Sandhini Agarwal, Ariel Herbert-Voss, G. Krüger,",Legal Documents,,,
"T. Henighan, R. Child, Aditya Ramesh, D. Ziegler, Jeffrey Wu, Clemens Winter, Christopher",Legal Documents,,,
"Hesse, Mark Chen, E. Sigler, Mateusz Litwin, Scott Gray, Benjamin Chess, J. Clark, Christopher",Legal Documents,,,
"Berner, Sam McCandlish, A. Radford, Ilya Sutskever, and Dario Amodei. Language models are",Legal Documents,,,
"few-shot learners. ArXiv, abs/2005.14165, 2020.",Legal Documents,,,
"CEB. Advance your contract management process, 2017. URL https://web.archive.org/",Legal Documents,,,
web/20170920135124/https://www.cebglobal.com/compliance-legal/,Legal Documents,,,
smb-legal/contract-management-midsized.html.,Legal Documents,,,
"Ilias Chalkidis, Ion Androutsopoulos, and A. Michos. Extracting contract elements. Proceedings of",Legal Documents,,,
"the 16th edition of the International Conference on Articial Intelligence and Law, 2017.",Legal Documents,,,
"Ilias Chalkidis, Ion Androutsopoulos, and A. Michos. Obligation and prohibition extraction using",Legal Documents,,,
"hierarchical rnns. ArXiv, abs/1805.03871, 2018.",Legal Documents,,,
"Ilias Chalkidis, Manos Fergadiotis, Prodromos Malakasiotis, and Ion Androutsopoulos. Large-scale",Legal Documents,,,
"multi-label text classification on eu legislation. In ACL, 2019.",Legal Documents,,,
"J. Devlin, Ming-Wei Chang, Kenton Lee, and Kristina Toutanova. Bert: Pre-training of deep",Legal Documents,,,
"bidirectional transformers for language understanding. In NAACL-HLT, 2019.",Legal Documents,,,
"X. Duan, Baoxin Wang, Ziyue Wang, Wentao Ma, Yiming Cui, D. Wu, S. Wang, T. Liu, Tianxiang",Legal Documents,,,
"Huo, Z. Hu, Heng Wang, and Z. Liu. Cjrc: A reliable human-annotated benchmark dataset for",Legal Documents,,,
"chinese judicial reading comprehension. ArXiv, abs/1912.09156, 2019.",Legal Documents,,,
"Soham Gadgil, Mark Endo, Emily P. Wen, A. Ng, and P. Rajpurkar. Chexseg: Combining expert",Legal Documents,,,
"annotations with dnn-generated saliency maps for x-ray segmentation. ArXiv, 2021.",Legal Documents,,,
"Suchin Gururangan, Ana Marasovi´c, Swabha Swayamdipta, Kyle Lo, Iz Beltagy, Doug Downey,",Legal Documents,,,
"and Noah A. Smith. Don’t stop pretraining: Adapt language models to domains and tasks. ArXiv,",Legal Documents,,,
"abs/2004.10964, 2020.",Legal Documents,,,
"Pengcheng He, Xiaodong Liu, Jianfeng Gao, and Weizhu Chen. Deberta: Decoding-enhanced bert",Legal Documents,,,
"with disentangled attention. ArXiv, abs/2006.03654, 2020.",Legal Documents,,,
"Dan Hendrycks, Steven Basart, Saurav Kadavath, Mantas Mazeika, Akul Arora, Ethan Guo, Collin",Legal Documents,,,
"Burns, Samir Puranik, Horace He, Dawn Song, and Jacob Steinhardt. Measuring coding challenge",Legal Documents,,,
"competence with apps. arXiv preprint arXiv:2105.09938, 2021a.",Legal Documents,,,
"Dan Hendrycks, Collin Burns, Steven Basart, Andy Zou, Mantas Mazeika, D. Song, and J. Steinhardt.",Legal Documents,,,
"Measuring massive multitask language understanding. In ICLR, 2021b.",Legal Documents,,,
"Dan Hendrycks, Collin Burns, Saurav Kadavath, Akul Arora, Steven Basart, Eric Tang, Dawn Song,",Legal Documents,,,
and Jacob Steinhardt. Measuring mathematical problem solving with the math dataset. arXiv,Legal Documents,,,
"preprint arXiv:2103.03874, 2021c.",Legal Documents,,,
"N. Holzenberger, Andrew Blair-Stanek, and Benjamin Van Durme. A dataset for statutory reasoning",Legal Documents,,,
"in tax law entailment and question answering. In NLLP@KDD, 2020.",Legal Documents,,,
"Yoshinobu Kano, Miyoung Kim, M. Yoshioka, Yao Lu, J. Rabelo, Naoki Kiyota, R. Goebel, and",Legal Documents,,,
K. Satoh. Coliee-2018: Evaluation of the competition on legal information extraction and entail-,Legal Documents,,,
"ment. In JSAI-isAI Workshops, 2018.",Legal Documents,,,
"Diederik P. Kingma and Jimmy Ba. Adam: A method for stochastic optimization. CoRR,",Legal Documents,,,
"abs/1412.6980, 2015.",Legal Documents,,,
9,Legal Documents,,,
"Zhenzhong Lan, Mingda Chen, Sebastian Goodman, Kevin Gimpel, Piyush Sharma, and Radu Soricut.",Legal Documents,,,
"Albert: A lite bert for self-supervised learning of language representations. ArXiv, abs/1909.11942,",Legal Documents,,,
2020,Legal Documents,,,
"Spyretta Leivaditi, J. Rossi, and E. Kanoulas. A benchmark for lease contract review. ArXiv,",Legal Documents,,,
"abs/2010.10386, 2020.",Legal Documents,,,
"Y. Liu, Myle Ott, Naman Goyal, Jingfei Du, Mandar Joshi, Danqi Chen, Omer Levy, M. Lewis,",Legal Documents,,,
"Luke Zettlemoyer, and Veselin Stoyanov. Roberta: A robustly optimized bert pretraining approach.",Legal Documents,,,
"ArXiv, abs/1907.11692, 2019.",Legal Documents,,,
"Pranav Rajpurkar, Robin Jia, and Percy Liang. Know what you don’t know: Unanswerable questions",Legal Documents,,,
"for squad. ArXiv, abs/1806.03822, 2018.",Legal Documents,,,
"Ashish Vaswani, Noam Shazeer, Niki Parmar, Jakob Uszkoreit, Llion Jones, Aidan N. Gomez,",Legal Documents,,,
"L. Kaiser, and Illia Polosukhin. Attention is all you need. ArXiv, abs/1706.03762, 2017.",Legal Documents,,,
"Alex Wang, Yada Pruksachatkun, Nikita Nangia, Amanpreet Singh, Julian Michael, Felix Hill, Omer",Legal Documents,,,
"Levy, and Samuel R. Bowman. Superglue: A stickier benchmark for general-purpose language",Legal Documents,,,
"understanding systems. In NeurIPS, 2019.",Legal Documents,,,
"Thomas Wolf, Lysandre Debut, Victor Sanh, Julien Chaumond, Clement Delangue, Anthony Moi,",Legal Documents,,,
"Pierric Cistac, Tim Rault, Rémi Louf, Morgan Funtowicz, Joe Davison, Sam Shleifer, Patrick",Legal Documents,,,
"von Platen, Clara Ma, Yacine Jernite, Julien Plu, Canwen Xu, Teven Le Scao, Sylvain Gugger,",Legal Documents,,,
"Mariama Drame, Quentin Lhoest, and Alexander M. Rush. Transformers: State-of-the-art natural",Legal Documents,,,
language processing. In Proceedings of the 2020 Conference on Empirical Methods in Natural,Legal Documents,,,
"Language Processing: System Demonstrations. Association for Computational Linguistics, 2020.",Legal Documents,,,
"Tong Xiao, Tian Xia, Yi Yang, Chang Huang, and Xiaogang Wang. Learning from massive noisy",Legal Documents,,,
"labeled data for image classification. CVPR, 2015.",Legal Documents,,,
"Haoxi Zhong, Chaojun Xiao, Cunchao Tu, Tianyang Zhang, Zhiyuan Liu, and Maosong Sun. How",Legal Documents,,,
"does nlp benefit legal system: A summary of legal artificial intelligence. ArXiv, abs/2004.12158,",Legal Documents,,,
A AppendixContract Labels,Legal Documents,,,
Page 10,Legal Documents,,,
Form of Transfer and Servicing Agreement,Legal Documents,,,
"TRANSFER AND SERVICING AGREEMENT, dated as of January 29, 2020 (this “Agreement”), among",Legal Documents,,,
"VERIZON OWNER TRUST 2020-A, a Delaware statutory trust, as issuer (the “Issuer”), VERIZON ABS LLC,",Legal Documents,,,
"a Delaware limited liability company, as depositor (the “Depositor”), and Cellco Partnership d/b/a Verizon",Legal Documents,,,
"Wireless, a Delaware general partnership (“Cellco”), as servicer (in such capacity, the “Servicer”)",Legal Documents,,,
"(f) No Obligation to Investigate. None of the Issuer, the Owner Trustee, the Indenture Trustee (including in its",Legal Documents,,,
"capacity as Successor Servicer hereunder), the Sponsor, the Marketing Agent, the Depositor, the Parent Support",Legal Documents,,,
"Provider, the Administrator or the Servicer will be obligated to investigate whether a breach or other event has",Legal Documents,,,
occurred that would require the acquisition of any Receivable under this Section 3.3 or whether any Receivables,Legal Documents,,,
are otherwise required to be acquired under this Section 3.3.,Legal Documents,,,
"(g) Acquisition is Sole Remedy. The sole remedy of the Issuer, the Indenture Trustee, the Owner Trustee,",Legal Documents,,,
"and the Secured Parties for any extension, modification, amendment, cancellation or waiver of a Receivable",Legal Documents,,,
or any terms thereof under Section 3.2(b) or a breach of the covenants made by theServicer in Section 3.2(c),Legal Documents,,,
"or (d) is the Servicer’s acquisition of the Receivables, as described under this Section 3.3.",Legal Documents,,,
Section 3.4 Sale of Written-Off Receivables. The Servicer may sell to any third party a Receivable that has,Legal Documents,,,
been written off.,Legal Documents,,,
This Agreement is for the benefit of and will be binding on the parties and their permitted successors and assigns.,Legal Documents,,,
"The Owner Trustee and the Indenture Trustee, for the benefit of the Secured Parties, will be third-party",Legal Documents,,,
beneficiaries of this Agreement and may enforce this Agreement against the Depositor and the Servicer.,Legal Documents,,,
No other Person will have any right or obligation under this Agreement.,Legal Documents,,,
Page 44 Page 1,Legal Documents,,,
...,Legal Documents,,,
"Figure 7: Our dataset consists of over 500 contracts, each carefully labeled by legal experts to identify",Legal Documents,,,
"important clauses, which models can then learn to extract from contracts. Our dataset covers a diverse",Legal Documents,,,
"set of contracts, including 25 different contract types. It can be tedious and expensive for legal",Legal Documents,,,
"professionals to manually find important clauses, especially from long contracts such as this one with",Legal Documents,,,
over 100 pages long.,Legal Documents,,,
A.1 Special Cases,Legal Documents,,,
